ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
1819,EFET,ENF,ENONTEKIO,68.362586,23.424322
1852,EGAB,ENK,ENNISKILLEN ST.ANG,54.398889,-7.651667
1302,EHTW,ENS,ENSCHEDE-TWENTHE,52.27,6.874167
2856,PKMA,ENT,ENEWETOK ATOLL,11.34075,162.327861
1791,DNEN,ENU,ENUGU,6.474272,7.561961
2697,SKMD,EOH,MEDELLIN-OLAYA HERRERA,6.219958,-75.590519
1868,EGED,EOI,EDAY,59.1906,-2.77222
4016,SADP,EPA,EL PALOMAR,-34.609939,-58.612592
3618,LFSG,EPL,EPINAL MIRECOURT,48.324961,6.069983
5,YESP,EPR,ESPERANCE,-33.6844,121.823
600,EEPU,EPU,PARNU,58.419044,24.472819
2535,SAVE,EQS,ESQUEL,-42.90795,-71.139472
3073,YERN,ERB,ERNABELLA,,
3522,LTCD,ERC,ERZINCAN,39.710203,39.527003
2036,UKDB,ERD,BERDIANS'K,,
2152,EDDE,ERF,ERFURT,50.979811,10.958106
3396,GMFK,ERH,ERRACHIDIA,31.9475,-4.398333
2767,SSER,ERM,ERECHIM,-27.6619,-52.2683
186,SWEI,ERN,EIRUNEPE,-6.639444,-69.879722
2500,FYWE,ERS,WINDHOEK EROS,-22.6122,17.0804
3523,LTCE,ERZ,ERZURUM,39.956501,41.170166
3496,LTAC,ESB,ANKARA ESENBOGA,40.128082,32.995083
3572,MMES,ESE,ENSENADA,31.795281,-116.602772
4043,SGME,ESG,PROF DR PAC LUIS MARIA ARGANA,-22.044986,-60.621694
433,EGKA,ESH,SHOREHAM,50.835556,-0.297222
3514,LTBI,ESK,ESKISEHIR,39.784138,30.582111
2056,URWI,ESL,ELISTA,46.3739,44.3309
3686,SETN,ESM,TACHINA-GENERAL RIVADENEIRA,0.978519,-79.6266
725,N53,ESP,STROUDSBURG-POCONO,,
3351,SCES,ESR,EL SALVADOR BAJO,-26.3111,-69.7652
2175,EDLE,ESS,ESSEN MULHEIM,51.402333,6.937333
642,GMMI,ESU,MOGADOR,31.3975,-9.681667
1174,LLET,ETH,EILAT,29.561281,34.960081
811,LFJL,ETZ,METZ NANCY LORRAINE,48.982142,6.251319
2174,EDHN,EUM,NEUMUNSTER,,
3404,GMML,EUN,LAAYOUNE,27.1517,-13.2192
2011,TNCE,EUX,F.D. ROOSEVELT,17.496492,-62.979439
1349,ENEV,EVE,EVENES HARSTAD,68.4913,16.678108
3756,ESND,EVG,SVEG,62.047811,14.42295
3074,YEVD,EVH,EVANS HEAD,,
2026,UGEE,EVN,ZVARTNOTS,,
2024,UDYZ,EVN,ZVARTNOTS,40.147275,44.395881
853,LFOE,EVX,EVREUX FAUVILLE,49.028669,1.219864
3075,YEXM,EXM,EXMOUTH,,
472,EGTE,EXT,EXETER,50.734444,-3.413889
2722,SKYP,EYP,EL YOPAL,5.319114,-72.383975
3185,SAEZ,EZE,MINISTRO PISTARINI,-34.822222,-58.535833
3520,LTCA,EZS,ELAZIG,38.606925,39.291417
3429,GUFH,FAA,FARANAH BADALA,10.035467,-10.769825
438,EGLF,FAB,FARNBOROUGH,51.275833,-0.776333
1333,EKVG,FAE,VAGAR,62.063628,-7.277219
732,OAFR,FAH,FARAH,,
68,PAFA,FAI,FAIRBANKS INTERNATIONAL,64.815114,-147.856267
1358,ENLI,FAN,LISTA FARSUND,58.099486,6.62605
3455,LPFR,FAO,FARO,37.014425,-7.965911
3988,OOFD,FAU,FAHUD,,
1762,OISF,FAZ,FASA,28.891756,53.723339
2518,FZQA,FBM,LUBUMBASHI,-11.591333,27.530889
608,ENFB,FBU,FORNEBU,59.883333,10.616667
3812,FAFB,FCB,FICKSBURG,-28.823119,27.9089
620,ETMN,FCN,NORDHOLZ NAVY,53.767667,8.6585
1545,LIRF,FCO,ROME FIUMICINO,41.804475,12.250797
1340,ENBL,FDE,FORDE BRINGELAND,,
194,TFFF,FDF,FT DE FRANCE,14.591033,-61.003175
2183,EDNY,FDH,FRIEDRICHSHAFEN,47.671317,9.511486
2504,FZBO,FDU,BANDUNDU,-3.311319,17.381683
2067,UTFF,FEG,FERGANA,,
3796,ETSF,FEL,FURSTENFELDBRUCK,48.205667,11.267
3269,SBFN,FEN,FERNANDO DE NORONH,-3.854928,-32.423336
3395,GMFF,FEZ,FES/SAISS,33.927261,-4.977958
480,EGVA,FFD,FAIRFORD,51.682167,-1.790028
339,0B8,FID,ELIZABETH,,
1869,EGEF,FIE,FAIR ISLE,59.5358,-1.62806
2502,FZAA,FIH,KINSHASA-N'DJILI,-4.38575,15.444569
3079,YFTZ,FIZ,FITZROY CROSSING,-18.178,125.591
1153,OMFJ,FJR,FUJAIRAH,25.112225,56.323964
1794,EDSB,FKB,KARLSRUHE/BADEN-BADEN,48.7793,8.08048
2511,FZIC,FKI,KISANGANI BANGOKA,,
2444,RJNF,FKJ,FUKUI,36.142847,136.223922
3097,RJSF,FKS,FUKUSHIMA,37.2274,140.431
2689,SKFL,FLA,FLORENCIA-GUSTAVO A PAREDES,1.589189,-75.564372
2740,SNQG,FLB,FLORIANO-CANGAPARA,,
1810,EDXF,FLF,FLENSBURG SCHAFERHAUS,54.771772,9.378214
3268,SBFL,FLN,FLORIANOPOLIS INTL,-27.670489,-48.547181
990,LIRQ,FLR,FLORENCE PERETOLA,43.809953,11.2051
3077,YFLI,FLS,FLINDERS ISLAND,-40.0917,147.993
1927,PFLT,FLT,FLAT AIRPORT,,
1191,LPFL,FLW,FLORES,39.455272,-31.131361
3198,SARF,FMA,FORMOSA,-26.212722,-58.228111
2520,FZRF,FMI,KALEMIE,-5.875556,29.25
595,EDJA,FMM,MEMMINGEN/ALLGAU,47.988758,10.2395
2154,EDDG,FMO,MUNSTER-OSNABRUCK,52.134642,7.684831
3388,GFLL,FNA,FREETOWN AP,8.616444,-13.195489
3794,ETNU,FNB,NEUBRANDENBURG,53.602167,13.306
704,LPFU,FNC,FUNCHAL,,
3459,LPMA,FNC,MADEIRA,32.697889,-16.774453
3626,LFTW,FNI,NIMES GARONS,43.757444,4.416347
2356,ZKPY,FNJ,PYONGYANG,39.224061,125.67015
2946,ZSFZ,FOC,FUZHOU CHANGLE,25.935064,119.663272
3673,LIBF,FOG,FOGGIA,41.432917,15.535028
3270,SBFZ,FOR,FORTALEZA PINTO MARTINS,-3.776283,-38.532556
3078,YFRT,FOS,FORREST,-30.838056,128.115
1017,MYGF,FPO,THE GRAND BAHAMA INTL,26.558686,-78.695553
348,40J,FPY,PERRY-FOLEY,,
2153,EDDF,FRA,FRANKFURT,50.026421,8.543125
3076,YFBS,FRB,FORBES,,
2594,SBFC,FRC,FRANCA,,
4044,SIMK,FRC,FRANCA,-20.538611,-47.400833
3625,LFTU,FRJ,FREJUS ST.RAPHAEL,43.416667,6.733333
1532,LIPK,FRL,FORLI,44.194753,12.070094
70,PAFR,FRN,FORT RICHARDSON/BRYANT AAF,61.266381,-149.653119
1351,ENFL,FRO,FLORO,61.583611,5.024722
718,MGFL,FRS,SANTA ELENA INTL,,
226,UAFM,FRU,BISHKEK-MANAS,43.061306,74.477556
3853,FBFT,FRW,FRANCISTOWN,-21.159597,27.474525
3789,ETHF,FRZ,FRITZLAR,51.1145,9.285833
815,LFKF,FSC,FIGARI-SUD-CORSE,41.500557,9.097777
71,PAFS,FSP,NIKOLAI,63.010833,-154.383889
464,EGQK,FSS,KINLOSS,,
4003,RJNS,FSZ,SHIZUOKA,34.796111,138.189444
2539,SAWC,FTE,EL CALAFATE,-50.280322,-72.053103
1237,FMSD,FTU,TOLAGNARO,-25.038056,46.956111
2532,GCFV,FUE,FUERTEVENTURA,28.452717,-13.863761
2429,RJFE,FUJ,FUKUE,32.666269,128.832808
2430,RJFF,FUK,FUKUOKA,33.585942,130.450686
1030,NGFF,FUN,FUNAFUTI,,
3628,LFVP,FVP,ST. PIERRE,46.762904,-56.173088
1928,PFWL,FWL,FAREWELL AIRPORT,,
1956,PAFW,FWL,FAREWELL AIRPORT,,
2450,FQCB,FXO,CUAMBA,,
2474,FTTY,FYT,FAYA LARGEAU,17.917053,19.111078
1929,PFYU,FYU,FORT YUKON,66.571492,-145.250417
2974,WDH,FYWH,WINDOEK,,
473,EGTG,FZO,BRISTOL FILTON,51.519444,-2.590833
4087,DTTG,GAE,MATMATA,33.876919,10.103333
2134,DTTF,GAF,GAFSA,34.422022,8.822503
3080,YGAY,GAH,GAYNDAH,,
3095,RJSC,GAJ,YAMAGATA,38.411894,140.371331
72,PAGA,GAL,GALENA,64.736178,-156.937417
76,PAGM,GAM,GAMBELL,63.7668,-171.733
2634,VRMG,GAN,GAN ISLAND,-0.693342,73.1556
941,MUGT,GAO,GUANTANAMO,20.085419,-75.158328
2526,GAGO,GAQ,GAO KOROGOUSSOU,16.248433,-0.005456
320,HKGA,GAS,GARISSA,,
849,LFNA,GAT,GAP TALLARD,,
1454,VEGT,GAU,GAUHATI,26.106092,91.585939
1455,VEGY,GAY,GAYA,24.744308,84.951175
3858,FBSK,GBE,GABORONE INTL,-24.555225,25.918208
1930,PGBH,GBH,GALBRAITH LAKE,,
1957,PAGB,GBH,GALBRAITH LAKE,,
1018,MYGM,GBI,GRAND BAHAMA AUX,,
2008,TFFM,GBJ,MARIE GALANTE,15.86875,-61.270022
1760,OING,GBT,GORGAN,36.909381,54.401339
3085,YGIB,GBV,GIBB RIVER,,
738,OIAH,GCH,GACHSARAN,30.337567,50.827964
431,EGJB,GCI,GUERNSEY,49.434956,-2.601969
3813,FAGC,GCJ,GRAND CENTRAL,-25.986267,28.140061
1001,MWCR,GCM,GRAND CAYMAN-ROBERTS INTL,19.292778,-81.35775
3444,HAGO,GDE,GODE,5.935128,43.578567
3573,MMGL,GDL,GUADALAJARA,20.5218,-103.311167
948,EPGD,GDN,GDANSK,54.377569,18.466222
3443,HAGN,GDQ,GONDER,12.5199,37.434047
3229,MBGT,GDT,GRAND TURK JAGS MCCARTNEY INTL,21.4445,-71.1423
248,UHMM,GDX,MAGADAN SOKOL,59.910989,150.720439
3909,URKG,GDZ,GELENDZHIK,44.55,38.083
1051,NWWM,GEA,NOUMEA-MAGENTA,-22.258278,166.472806
1103,LCGK,GEC,FAMAGUSTA GECITKALE,,
4031,SBNM,GEL,SANTO ANGELO,-28.281683,-54.169139
191,SYCJ,GEO,TIMEHRI CHEDDI JAGAN,6.498553,-58.254119
996,MUNG,GER,NUEVA GERONA,21.834689,-82.783819
3148,RPMB,GES,GENERAL SANTOS,6.106439,125.2353
6,YGEL,GET,GERALDTON,-28.7961,114.707
1557,YGTN,GETY,GEORGETOWN,,
3757,ESNG,GEV,GALLIVARE,67.132408,20.814636
3088,YGLG,GEX,GEELONG,-38.225,144.333
1556,YGTH,GFF,GRIFFITH,-34.2508,146.067
3084,YGFN,GFN,GRAFTON,-29.7594,153.03
3600,LFRF,GFR,GRANVILLE,48.883057,-1.564167
2491,FYGF,GFY,GROOTFONTEIN,-19.602167,18.122667
3083,YGDS,GGD,GREGORY DOWNS,,
2557,SAWR,GGS,GOBERNADOR GREGORES,-48.7831,-70.15
1012,MYEF,GGT,EXUMA INTL,23.562631,-75.877958
73,PAGG,GGV,KWIGILLINGOK,59.876389,-163.168611
1587,DAUG,GHA,GHARDAIA,32.384106,3.794114
1014,MYEM,GHB,ELEUTHERA-GOVERNORS HARBOUR,25.284706,-76.331011
1008,MYBG,GHC,GREAT HARBOUR CAY,25.738331,-77.840114
335,HLGT,GHT,GHAT,25.145564,10.142647
3178,SAAG,GHU,GUALEGUAYCHU,-33.010278,-58.613056
3216,LXGB,GIB,GIBRALTAR,36.151219,-5.349664
3005,YBOI,GIC,BOIGU ISLAND,-9.23278,142.218
674,HBBE,GID,GITEGA,,
3271,SBGL,GIG,RIO DE JANEIRO GALEAO,-22.808903,-43.243647
3433,GUSI,GII,SIGUIRI,,
2913,OPGT,GIL,GILGIT,35.918786,74.333644
2690,SKGI,GIR,GIRADOT,4.276242,-74.796692
3967,NZGS,GIS,GISBORNE,-38.663333,177.978333
626,FAGI,GIY,GIYANI,,
1081,OEGN,GIZ,PRINCE ABDULLAH BIN ABDULAZIZ,16.901111,42.585833
1572,DAAV,GJL,JIJEL TAHER,36.795136,5.873608
3272,SBGM,GJM,GUAJARA MIRIM,-10.786375,-65.284792
3792,ETNG,GKE,GEILENKIRCHEN,50.960817,6.042422
3086,YGKL,GKL,GREAT KEPPEL ISLAND,,
75,PAGK,GKN,GULKANA,62.154888,-145.456639
452,EGPF,GLA,GLASGOW,55.871944,-4.433056
296,MRGF,GLF,GOLFITO,8.653775,-83.180544
1900,YGLI,GLI,GLEN INNES,,
678,HCMR,GLK,GALCAIO,6.78083,47.4547
4092,GMAG,GLN,GUELMIME,,
1857,EGBJ,GLO,GLOUCESTERSHIRE,51.894167,-2.167222
1553,YGLO,GLOY,GLENORMISTON,,
7,YGLA,GLT,GLADSTONE,-23.8697,151.223
604,EHGR,GLZ,GILZE-RIJEN AB,51.567389,4.931833
2509,FZFK,GMA,GEMENA,3.235369,19.771258
3442,HAGM,GMB,GAMBELLA,8.128764,34.563131
3910,GMMB,GMD,BENSLIMANE,33.655422,-7.22145
273,UMGG,GME,GOMEL BELARUS,52.527022,31.016692
2044,UKKM,GML,KIEV/ANTONOV,50.603611,30.191944
3123,RKSS,GMP,SEOUL GIMPO (KIMPO),37.558311,126.790586
3958,NTGJ,GMR,TOTEGEGIE,-23.079861,-134.890333
2533,GCGM,GMZ,LA GOMERA,28.0296,-17.2146
1273,UMMG,GNA,GRODNO,53.602,24.0538
829,LFLS,GNB,GRENOBLE ST.GEOIRS,45.362944,5.329375
198,TGPY,GND,POINT SALINES,12.004247,-61.786192
420,EGNE,GNE,RETFORD/GAMSTON,53.280556,-0.951389
2824,PGNU,GNU,GOODNEWS,,
3948,LTCS,GNY,GAP,,
632,FBGZ,GNZ,GHANZI,-21.6925,21.6581
1521,LIMJ,GOA,GENOA,44.413333,8.8375
657,HAGB,GOB,GOBA(ROBE),6.733333,44.266667
488,BGGH,GOH,NUUK GODTHAB,64.190922,-51.678064
1429,VAGO,GOI,GOA DABOLIM,15.380833,73.831422
1550,UWGG,GOJ,NIZHNY NOVGOROD,56.230119,43.784042
2516,FZNA,GOM,GOMA,-1.670814,29.238464
3082,YGDI,GOO,GOONDIWINDI,,
658,HAGR,GOR,GORE,8.167,35.55
3741,ESGG,GOT,GOTEBORG LANDVETTE,57.662836,12.279819
1201,FKKR,GOU,GAROUA,9.335892,13.370103
22,YPGV,GOV,GOVE-NHULUNBUY,-12.2694,136.818
1143,LBGO,GOZ,GORNA ORYAHOVITSA,43.151444,25.712889
3658,LGRX,GPA,ARAXOS,38.151111,21.425556
3276,SBGU,GPB,GUARAPUAVA/TANCREDO THOMAS DFA,-25.383333,-51.45
2692,SKGP,GPI,GUAPI,2.570133,-77.8986
1554,YGPT,GPN,GARDEN POINT,,
2560,SAZG,GPO,GENERAL PICO,-35.696183,-63.758286
3369,SEGS,GPS,BALTRA-SEYMOUR,-0.453758,-90.265914
1867,EGEC,GQJ,CAMPBELTOWN,55.4372,-5.68639
3814,FAGG,GRJ,GEORGE,-34.005553,22.378889
509,CGRO,GRO,ROTA INTL,,
746,LEGE,GRO,GIRONA,41.900969,2.760547
1297,EHGG,GRQ,GRONINGEN EELDE,53.11972,6.579444
991,LIRS,GRS,GROSSETO,42.759747,11.071897
3274,SBGR,GRU,SAO PAULO INTL GUARULHOS,-23.432075,-46.469511
1148,URMG,GRV,SEVERNY,43.2981,45.7841
3456,LPGR,GRW,GRACIOSA,39.092169,-28.029847
747,LEGR,GRX,GRANADA,37.188731,-3.777356
371,BIGR,GRY,GRIMSEY,66.5547,-18.0175
1182,LOWG,GRZ,GRAZ,46.991067,15.439628
3744,ESGP,GSE,GOTEBORG SAVE,57.774722,11.870372
510,CGSN,GSN,SAIPAN INTL,,
680,HEOW,GSQ,SHARK EL OWEINAT,22.5806,28.7207
77,PAGS,GST,GUSTAVUS,58.4253,-135.707
685,HSGF,GSU,GEDAREF,,
2827,PGSZ,GSZ,GRANITE MOUNTAIN,,
1959,PAGZ,GSZ,GRANITE MOUNTAIN,,
1555,YGTE,GTE,GROOTE EYLANDT,-13.975,136.46
3968,NZGT,GTN,GLENTANNER,-43.906666,170.128333
1495,WAMG,GTO,GORONTALO,0.637119,122.849858
1166,LKHO,GTW,HOLESOV,,
3936,W05,GTY,GETTYSBURG REGL,,
3546,MGGT,GUA,GUATEMALA CITY,14.583272,-90.527475
364,AL15,GUF,EDWARDS,,
3081,YGDH,GUH,GUNNEDAH,,
166,SVGI,GUI,GUIRIA,10.574078,-62.312667
3277,SBGW,GUJ,GUARATINGUETA,-22.791608,-45.204778
3087,YGLB,GUL,GOULBURN,-34.8103,149.726
2829,PGUM,GUM,GUAM INTERNATIONAL,13.48345,144.795983
167,SVGU,GUQ,GUANARE,9.026944,-69.75515
4073,AYGN,GUR,GURNEY,-10.3115,150.334
233,UATG,GUW,ATYRAU KAZAKHSTAN,47.121944,51.821389
3488,LSGG,GVA,GENEVA,46.238064,6.10895
2737,SNGV,GVR,GOVERNADOR VALADARES,,
3779,ESSK,GVX,GAVLE-SANDVIKEN,60.593333,16.951389
2912,OPGD,GWD,GWADAR,25.233308,62.329494
2482,FVTL,GWE,GWERU THORNHILL,-19.436394,29.861911
2897,VIGR,GWL,GWALIOR,26.293336,78.227753
1813,EDXW,GWT,WESTERLAND SYLT,54.91325,8.340472
1308,EICM,GWY,GALWAY-CARNMORE,53.300175,-8.941592
1252,FNNG,GXG,NEGAGE,-7.754506,15.287728
236,UBBB,GYD,BAKU HEYDAR ALIYEV INTL,40.4675,50.046667
3370,SEGU,GYE,GUAYAQUIL,-2.157419,-79.883558
3261,YARG,GYL,ARGYLE,-16.6369,128.451
3574,MMGM,GYM,GUAYMAS,27.968983,-110.925169
3273,SBGO,GYN,GOIANIA SANTA GENOVEVA,-16.632033,-49.220686
1558,YGYM,GYP,GYMPIE,,
884,LVGZ,GZA,GAZA,31.246389,34.276111
3915,LTFG,GZP,GAZIPASA,36.2993,32.3014
3501,LTAJ,GZT,GAZIANTEP,36.947183,37.478683
4088,ENHK,HAA,HASVIK,70.486675,22.139744
3106,RJTH,HAC,HACHIJOJIMA,33.115,139.785833
3754,ESMT,HAD,HALMSTAD,56.691128,12.820211
1214,FMCH,HAH,MORONI HAHAIA PR. SAID IBRAHIM,-11.533661,43.27185
2165,EDDV,HAJ,HANNOVER,52.461056,9.685078
923,ZGHK,HAK,DAYINGSHAN,,
2354,ZJHK,HAK,HAIKOU/MEILAN,19.934856,110.458961
2155,EDDH,HAM,HAMBURG,53.630389,9.988228
2662,VVNB,HAN,HANOI NOIBAI,21.221192,105.807178
2373,VRMH,HAQ,HANIMAADHOO,6.74423,73.1705
1084,OEHL,HAS,HAIL,27.437917,41.686292
1353,ENHD,HAU,HAUGESUND KARMOY,59.345267,5.208364
992,MUHA,HAV,HAVANA INTL,22.989153,-82.409086
1875,EGFE,HAW,HAVERFORDWEST,51.833056,-4.961111
14,YMHB,HBA,HOBART,-42.836111,147.510278
3023,YCBG,HBA,HOBART CAMBRIDGE,,
931,HEBA,HBE,ALEXANDRIA/BORG EL ARAB,30.917669,29.696408
735,OEKK,HBT,KING KHALID MILITARY CITY,27.900917,45.528194
2075,VAHB,HBX,HUBLI,15.3617,75.0849
80,PAHC,HCA,HOLY CROSS,62.1883,-159.775
340,1B1,HCC,COLUMBIA CO,,
3999,RCKW,HCN,HENGCHUN,22.041075,120.730208
1562,YHLC,HCQ,HALLS CREEK,-18.233889,127.669722
2833,PHCA,HCR,HOLY CROSS,,
350,47J,HCW,CHERAW MUN/LYNCH BELLINGER,,
3790,ETIE,HDB,HEIDELBERG AAF,,
2915,OPKD,HDD,HYDERABAD,25.3181,68.3661
2148,EDAH,HDF,HERINGSDORF,53.878706,14.152347
2834,PHDH,HDH,DILLINGHAM AIRFIELD,21.579475,-158.197281
2799,OIHH,HDM,HAMADAN,34.869167,48.5525
155,OIKP,HDR,HAVADARYA,27.158251,56.172461
2653,VTSS,HDY,SONGKHLA/HAT YAI INTL,6.933206,100.392975
1070,OAHR,HEA,HERAT,34.210017,62.2283
2664,VYHH,HEH,HEHO,20.747036,96.792044
1809,EDXB,HEI,HEIDE-BUSUM,54.1533,8.90167
1822,EFHK,HEL,HELSINKI VANTAA,60.317222,24.963333
1821,EFHF,HEM,HELSINKI MALMI,60.254558,25.042828
3639,LGIR,HER,IRAKLION NIKOS KAZANTZAKIS,35.339719,25.180297
2341,ZBHH,HET,HOHHOT/BAITA,40.851422,111.824103
3633,LGAT,HEW,ATHENS HELLINIKON,37.5354,23.4346
716,MDHE,HEX,HERRERA INTL,18.475,-69.975
1175,LLHA,HFA,HAIFA,32.809444,35.043056
2951,ZSOF,HFE,HEFEI LUOGANG,31.780019,117.298436
372,BIHN,HFN,HORNAFJORDUR,64.295556,-15.227222
3770,ESOH,HFS,HAGFORS,60.020064,13.578908
1354,ENHF,HFT,HAMMERFEST,70.679722,23.668889
3449,HCMH,HGA,EGAL INTERNATIONAL,9.518167,44.088758
3717,YHUG,HGD,HUGHENDEN,-20.815,144.225
2947,ZSHC,HGH,HANGZHOU/XIAOSHAN,30.229503,120.434453
1811,EDXH,HGL,HELGOLAND DUNE,54.1853,7.91583
2641,VTCH,HGN,MAE HONG SON,19.301667,97.975
1782,DIKO,HGO,KORHOGO,9.387183,-5.556664
3386,GFHA,HGS,FREETOWN HASTINGS,8.39713,-13.1291
1285,AYMH,HGU,MOUNT HAGEN,-5.826789,144.295861
3098,RJSH,HHE,HACHINOHE,40.556447,141.466325
2835,PHHI,HHI,WHEELER AFB,21.4835,-158.039667
2167,EDFH,HHN,FRANKFURT-HAHN,49.948672,7.263892
2376,VTPH,HHQ,HUA HIN AERO,12.636225,99.951533
2939,RJOA,HIJ,HIROSHIMA,34.436111,132.919444
670,HASL,HIL,SHILAVO,,
4011,RKPS,HIN,SACHEON,35.088543,128.07037
1282,AGGH,HIR,HONIARA HENDERSON,-9.428,160.054789
1758,RJBH,HIW,HIROSHIMANISHI,,
1434,VAKJ,HJR,KHAJURAHO,24.817197,79.918597
277,RJCH,HKD,HAKODATE,41.77,140.821944
1482,VHHH,HKG,HONG KONG,22.308919,113.914603
3969,NZHK,HKK,HOKITIKA,-42.713611,170.985278
4075,AYHK,HKN,HOSKINS,-5.46217,150.405
2651,VTSP,HKT,PHUKET INT,8.1132,98.316872
3821,FALA,HLA,LANSERIA,-25.938514,27.926133
2342,ZBLA,HLD,HAILAR/DONGSHAN,49.204997,119.825
3778,ESSF,HLF,HULTSFRED-VIMMERBY,57.525833,15.823333
893,WIHH,HLP,JAKARTA-HALIM,-6.26661,106.891
2323,YSTH,HLS,SAINT HELENS,,
3712,YHML,HLT,HAMILTON,-37.648889,142.065278
1059,NZHN,HLZ,HAMILTON,-37.866661,175.332056
2058,USHH,HMA,KHANTY MANSIYSK,61.028479,69.086067
1149,HEMK,HMB,MOUBARAK INTL,26.341189,31.742983
1588,DAUH,HME,HASSI MESSAOUD,31.672972,6.140444
3711,YHMB,HMG,HERMANNSBURG,,
2045,UKLH,HMJ,KHMEL'NYTS'KYI,,
3575,MMHO,HMO,HERMOSILLO GEN IP GARCIA,29.095858,-111.047858
3786,ESUT,HMV,HEMAVAN,65.806111,15.082778
4006,RJSI,HNA,HANAMAKI,39.428611,141.135278
3109,RJTT,HND,TOKYO HANEDA,35.552258,139.779694
81,PAHN,HNE,TAHNETA PASS,59.2438,-135.524
1960,PAHE,HNE,TAHNETA PASS,,
2845,PHNL,HNL,HONOLULU INTL,21.318681,-157.922428
2846,PHNM,HNM,HANA,,
3998,PHHN,HNM,HANA,20.795636,-156.014439
39,OYHD,HOD,HODEIDAH,14.753,42.976336
2609,VLHS,HOE,HOUEISAY,20.2573,100.437
3984,OEAH,HOF,AL AHSA,25.285306,49.485189
993,MUHG,HOG,HOLGUIN,20.785589,-76.315108
1181,LOIH,HOH,DORNBIRN HOHENEMS,47.385,9.7
1046,NTTO,HOI,HAO ISL,-18.074814,-140.945886
3713,YHOO,HOK,HOOKER CREEK,-18.3367,130.638
82,PAHO,HOM,HOMER,59.645556,-151.476583
2187,EDQM,HOQ,HOF PLAUEN,50.288836,11.854919
3457,LPHR,HOR,HORTA,38.519894,-28.715872
2002,SVHG,HOT,HIGUEROTE,10.462453,-66.092758
1368,ENOV,HOV,ORSTA VOLDA HOVDEN,62.18,6.0742
2866,PMHO,HOW,HOWARD AFB,,
3916,VYHL,HOX,HOMMALINN,24.899597,94.914033
3955,NFTL,HPA,HA'APAI-LIFUKA,-19.777,-174.341
83,PAHP,HPB,HOOPER BAY,61.5239,-166.147
2660,VVCI,HPH,HAIPHONG CATBI,20.819386,106.724989
2963,ZYHB,HRB,HARBIN-YANJIAGANG,45.623403,126.250328
2479,FVHA,HRE,HARARE INTL,-17.931806,31.092847
935,HEGN,HRG,HURGHADA,27.178317,33.799436
260,UKHH,HRK,KHARHIV,49.924786,36.289986
1289,EGXU,HRT,LINTON-ON-OUSE,54.048911,-1.252747
2436,RJFS,HSG,SAGA,33.1497,130.302
4095,LEHC,HSK,PIRINEOS,42.080833,-0.323333
3716,YHSM,HSM,HORSHAM,,
1747,RCPO,HSZ,HSINCHU,24.818033,120.939394
252,UIAA,HTA,CHITA KADALA,52.026317,113.305556
2055,UOHH,HTG,KHATANGA,71.978058,102.490514
3885,YBHM,HTI,HAMILTON ISLAND,-20.3581,148.952
2960,ZWTN,HTN,HOTAN,37.038522,79.864933
3137,RORH,HTR,HATERUMA,,
3715,YHPN,HTU,HOPETOUN,,
3949,LTDA,HTY,HATAY,36.362778,36.282222
3961,NTTH,HUH,FARE,-16.687242,-151.021667
2395,VVPB,HUI,PHUBAI,16.4015,107.702614
1751,RCYU,HUN,HUALIEN,24.023725,121.616906
955,HLON,HUQ,HON,29.110106,15.965567
2850,PHUS,HUS,HUGHES,,
1961,PAHU,HUS,HUGHES,66.039167,-154.264722
3758,ESNH,HUV,HUDIKSVALL,61.768092,17.080719
3558,MMBT,HUX,BAHIAS DE HUATULCO INTL,15.775317,-96.262572
422,EGNJ,HUY,HUMBERSIDE,53.574444,-0.350833
1230,FMNL,HVA,ANALALAVA,-14.629694,47.763783
1561,YHBA,HVB,HERVEY BAY,-25.318889,152.880278
3941,ZMKD,HVD,KHOVD,47.9541,91.6282
1355,ENHV,HVG,HONNINGSVAG VALAN,70.99,25.83
1559,YHAW,HWK,HAWKER,,
1560,YHAY,HXX,HAY,,
2372,VOHS,HYD,SHAMSHABAD HYDERABAD INTL,,
2622,VOHY,HYD,HYDERABAD,17.453117,78.467586
1823,EFHV,HYV,HYVINKAA,60.654444,24.881111
876,LFQT,HZB,MERVILLE CALONNE,50.618394,2.642242
373,BIHU,HZK,HUSAVIK,65.952328,-17.425978
2335,CYNR,HZP,FORT MACKAY/HORIZON,,
3927,UOII,IAA,IGARKA,67.4372,86.6219
1769,DAUZ,IAM,ZARZAITINE,28.05155,9.642911
2851,PIAN,IAN,BOB BAKER MEML,,
1963,PAIK,IAN,BOB BAKER MEML,66.975833,-160.436667
2071,UUDL,IAR,TUNOSHNA,57.56066668,40.15736945
3479,LRIA,IAS,IASI,47.178492,27.620631
2113,DNIB,IBA,IBADAN,7.362458,3.978333
2693,SKIB,IBE,IBAGUE,4.421608,-75.1333
748,LEIB,IBZ,IBIZA,38.872858,1.373117
3120,RKSI,ICN,SEOUL/INCHON INTL,37.469075,126.450517
618,ESUE,IDB,IDRE,,
3718,YIDK,IDK,INDULKANA,,
1430,VAID,IDR,INDORE DEVI AHILYABAI HOLKAR,22.721786,75.801086
804,LFEY,IDY,ILE D'YEU,46.718611,-2.391111
